time,text,location,userid,screenname
2019-04-05 15:42:04,b'@priyankac19 @RahulGandhi @priyankagandhi Also share the #modi #modi cheering for PappuG',India,166206766,paivijay
2019-04-05 15:40:39,b'#reservation in #jobs based on #caste #religion #gender is #repulsive and #insults and #mocks the very basis of #equality . It is a #blemish and #stain on #india #liberty and #democracy used as a #slave to win #elections by #charlatans #bjp #modi #congress #RahulGandhiWayanad https://t.co/AB4FOWZQaE',India,222867001,iaparty
2019-04-05 15:39:19,b'If you want #Holocaust  for Muslims and minority then vote for #modi',India,399914752,dewindia11
2019-04-05 15:37:00,b'@thesuniljain you are deliberately spinning for BJP.. it is quite clear.. issue is #NaMo tv. why one rogue is allowed to break rules? Ist remove the rule. If others are following rules why this rogue is allowed to get away ? #Modi @rupasubramanya rup',Mumbai,77486809,judets
2019-04-05 15:36:41,b'He swore for the Nation. Here comes dynamic song by @salim_merchant @Sulaiman @Sukhwindermusic  for #Modi on @ErosNow\nhttps://t.co/iJ6a6wLtsV \n@narendramodi @umeshkshukla @BenchmarkPix_ @RidhimaLulla @aryanaraish @ashish30sharma @faisalkofficial @RushikRawal https://t.co/3fAGC0pKKh',"Mumbai, India",1139725422,AayyushMdgr8
2019-04-05 15:30:54,b'@OfficialUrmila Thank you so much for your kind love and support.. But we still will vote for #Modi\n#ModiLaoDeshBanao',@India,363616859,vandit25
2019-04-05 15:29:55,b'#Modi Releasing on 11 officially https://t.co/l1XhBsc3QS',mumbai,129744910,Akshat_R_Saluja
2019-04-05 15:15:25,"b""Don't vote for #bjp or #congress\nNeither for #Modi or Rahul\nBut for India to be India or Pakistan .\n\nChoice is yours , build India - Strong India .""",India,1047407648,AshuCrix
2019-04-05 14:57:51,"b""The love for nation always comes first! Here's the video of #BharatKiSaugandh \n\nhttps://t.co/RBJ8PIIlkL\n\n#ErosNow #Modi #JourneyOfACommonMan @RidhimaLulla @umeshkshukla @aryanaraish @ashish30sharma @faisalkofficial @salim_merchant \n@RushikRawal @BenchmarkPix_ #SukhwinderSingh""",Mumbai,58436262,RushikRawal
2019-04-05 14:57:43,"b""@narendramodi They won't.. because they will never come in power.\n#ModiLaoDeshBanao #Modi #ModiHaiToMumkinHai #ModiOnceMore #elections #namoagain2019 #NaMoAgain""","Pune, India",370877086,amrendrakumar02
2019-04-05 14:55:09,"b""#MODI Solid solid hai modi solid solid  hai                How's the josh  solid#Modi\nHow's the josh  solid#Modi How's the josh  #Modi high\nHow's the josh  #Modi high \n#ONLY #MODI""",India ,2929470474,chitij_pandey
2019-04-05 14:53:38,b'Nicely put...! #TotalFailure #Modi #BJP https://t.co/4if6xJhHGt',"Mumbai, India",295095460,sunilreuben
2019-04-05 14:52:09,b'@ShekharGupta @AmritaNayak3 media is not attacking enough.. very placid.   4th pillar sold out. #chowkidarChorHai #rafalescam #antiNationalModi #Modi',Mumbai,77486809,judets
2019-04-05 14:39:23,"b""@AmitShah Arey Amit bhai, tu gando che, it's you &amp; Hitler #Modi that are synonymous with hatred, lies &amp; Destroyers of our democracy &amp; citizens of India are not fools, on May 23rd you may fall sick as India will electorally kick #BJP out of power, so you get well soon Mr. fat stomach""","Pune, Maharashtra",3868893553,FearlessIndian1
2019-04-05 14:36:37,b'First five episodes of the 10-part web series\xc2\xa0#ModiJourneyofaCommonMan\xc2\xa0are out on #eros and can be streamed on #Jio app too.\nThe series is directed by Umesh Shukla who is known for #OhMyGod(2012) &amp; #102notout(2018)\n@narendramodi\n#NarendraModiBiopic\n#modi https://t.co/UWQ2cL7lUn',"Kanpur, India",281547005,RiyaReviews
2019-04-05 14:34:39,b'@arungiri #Modi is now completely confused.. unsettled.. It is congress all the way.. people will vote for @INCIndia candidates wholeheartedly for a peaceful and progressive India.',Mumbai,77486809,judets
2019-04-05 14:30:12,b'A 2018 global survey by Gallup International shows that one of the most followed personalities on Twitter Prime Minister Narendra Modi is one of the most renowned leaders in the world. \n#NewIndia\n#NewIndiaArmy\n#CEO\n#Indian\n#NarendraModi\n#PMModi\n#NaMo\n#Modi\n#ModiLaoDeshBanao https://t.co/oGsYC3qTFj',"Mumbai, India",1103221354784940032,NewIndiaArmy
2019-04-05 14:28:07,b'The love for nation always comes first! Check out the video of #BharatKiSaugandh here - https://t.co/GfLxNbbTE0\n\n#ErosNow #ErosNowOriginal #Modi #JourneyOfACommonMan @RidhimaLulla @umeshkshukla @aryanaraish @ashish30sharma @faisalkofficial @salim_merchant  #SukhwinderSingh',India,347678934,umeshkshukla
2019-04-05 14:27:02,b'@BrettLee_58 @BrianLara @ProfDeano @scottbstyris Good looking all of you in #modi jacket',"Rajasthan, India",1696812487,nimbalega07
2019-04-05 14:23:36,"b'""Hum to chhote log hain ji"", PM #Modi on why he does not address #RahulGandhi by name\nhttps://t.co/aoyzQYfCHb'",India,39240673,abpnewstv
2019-04-05 14:18:48,"b""@vibhor_anand @desimojito @ShekharGupta Ok sir I will not tweet #ShekharGuptaDalalHai .I don't like too people tweeting #ShekharGuptaDalalHai.If someone is corrupt court should prosecute them .Trending #ShekharGuptaDalalHai is unacceptable. I strongly condemn #ShekharGuptaDalalHai\nBtw he used to do the same with #Modi""",India,70054622,vikashvicks
2019-04-05 14:11:06,"b""#LKAdvani said Nation First, Party 2nd &amp; Self Last, For Gando @narendramodi it's Self First, #Modi-Shah are above the #BJP &amp; surely behave like they're above d Nation. So time2show thugs like #Modi-Shah their actual place in India, lock them up or they'll destroy our democracy""","Pune, Maharashtra",3868893553,FearlessIndian1
2019-04-05 14:08:00,"b""@republic If #Congress and it's #LyutiansMedia  along with #TukreyTukrey sympathiser academics can give credit to #IndiraG for #Bangaladesh war victory and #Shastri for 1965 victory then y not #Modi be given the credit for his decision to cross #PakBorders ?""","Patna,India",608929941,Professor_Jha
2019-04-05 14:05:35,"b""@narendramodi ji's one of the open secret why people of India love him n have faith in him and his sewa for Bharat \n#BharatBoleModiModi \n#DeshKeLiyeModi \n#ModiLaoDeshBanao \n#Modi https://t.co/SVXjz1eK5t""",India,1946310822,AnilMatt00
2019-04-05 14:02:30,"b""The manner in which leaders like #LKAdvani @S_MahajanLS are being isolated, abandoned &amp; disrespected by @narendramodi &amp; @AmitShah shud not surprise anyone as this is the true colour of #Modi-Shah, we heard of use &amp; throw, for #BJP it's use &amp; kick people out of the party... SHAME""","Pune, Maharashtra",3868893553,FearlessIndian1
2019-04-05 13:56:17,b'#bhabhijeegharparhain is promoting #modi and team on #&amp;tv . Same like #NaMOTV . And @ECISVEEP is sleeping.',India,92254707,CantBePagal4u
2019-04-05 13:54:40,"b""@polysmind @BhavikaKapoor5 Haha.Chalo we indians agree #modi was a chaiwala he didn't went to english school like you bcoz of poverty. Ek tym ka khana kaafi ho jata tha tab. You knw in their times english was just a somethin out of the box.\xf0\x9f\x98\x85btw I bet even your father wouldn't be agreeing with you on this.""",India,746071030943223810,vensagastudio
2019-04-05 13:53:02,b'Now everyone can understand why @RahulGandhi is so much upset with @narendramodi and he wants to dislodge #Modi by hook or crook. https://t.co/dy9ADa6vrh',Mumbai,2320195988,rajiv_shastri
2019-04-05 13:52:01,b'The love for nation always comes first! Check out the video of #BharatKiSaugandh here - https://t.co/QFifkAQVky\n\n#ErosNow #Modi #JourneyOfACommonMan @RidhimaLulla @umeshkshukla @aryanaraish @ashish30sharma @faisalkofficial @salim_merchant @Sulaiman #SukhwinderSingh https://t.co/Z71EK9Ikd7',India,477875139,ErosNow
2019-04-05 13:47:44,b'@Dayweekaa @RahulGandhi Rahul Gandhi has no vision for this country except #criticizing #modi...\n#ModiLaoDeshBanao',@India,363616859,vandit25
2019-04-05 13:45:57,"b""@Ashtalakshmi8 It's the Indian Constitution that has given him freedom of speech to abuse #Modi and to hurt the sentiment of billions of Indian.\nWhy is he on bail my lordship?""",India,70054622,vikashvicks
2019-04-05 13:33:16,b'10 Biggest Misses Of  BJP 2014\nManifesto #TheDeshBhakt With AkashBanerjee \n#Vote4MahaParivartan\n#WhatsaapUniversity \n#Modi \n#ChowkidarPhirSe \n#ChowkidaroKaScam \n#ChowkidarHiChorHai \n#ModiLaoDeshBanao\n#Andhbakht #mitro \nhttps://t.co/GnlIxlQ69x',India,742583796,ImAfrozz
2019-04-05 13:26:42,b'Who will be the next PM of INDIA?\n#RCBvKKR #CSK #MODI #RahulGandhi #ElectionDebate #Parliment #Indians #Vote #Rights #NaMoAgain2019 #BJP #Congress #Trending #ModiLaoDeshBanao #FollowMe #StarSports #ASK #CongressManifesto2019 #FollowBack #CongressManifesto #AntinationalManifesto',India,912325485253808129,CornerZero
2019-04-05 13:26:04,"b""@RahulGandhi Yes you must love those congressis in whom you incited hatred towards #modi.\nYou can't be a coward in #India \nas #tukdegang and survives. But people know who's who.\nThis is is true democracy under #Modi unlike your #Emergency rule.""",,165729850,mssamant
2019-04-05 13:22:08,b'United Arab Emirates (UAE) awards #Modi highest civilian\nhonour:News..Wht? Wht did u say? #Cong men crying foul?Really?!',"Mumbai, India",732090809961435136,crazycartoonsin
2019-04-05 13:21:26,b'India needs a lion hearted leader like NaMo. #modifor2019 #Modi #ModiOnceMore #ModiLaoDeshBanao',"Thane, India",26037878,saurabhbhat
2019-04-05 13:11:15,b'#Liberals \n#Modi Govt enables all its resources and delivers to citzens of india without favor: #Politics of Hate\n#Manmohan govt says right to resources is for a community: its #Politics of peace\nLeader of #CONgress seeks out #Wayanad to get favor for it. https://t.co/6nSKE0pT0d',India,122919113,commandur
2019-04-05 13:09:39,"b'@kavita_krishnan Because technology has been developed to fuel stoves with gases generated in a , and most of the Indian women have started to use it....except you.#ModiLaoDeshBanao #InventingForLife and credit goes to #Modi'","Bhopal, India",149834607,Kinjal_Sharma22
2019-04-05 13:01:04,b'People want #Modi-led govt in 2019 says #BJP Kishan Reddy\n\nhttps://t.co/3kWKkpUbRB',"Hyderabad, India",2783890952,TV1Telugu
2019-04-05 12:52:43,"b'#PMModiOnABP : ""#CongressManifesto insults Army; uses language of separatists,"" says PM #Modi \n\nhttps://t.co/qFtHNBattk'",India,39240673,abpnewstv
2019-04-05 12:52:13,b'#Gujarati Gadhe Hain mujhe hi Vote Karenge - #Modi\nLast Date of LS nominations Guj - 4th April 2019\n#BJP to launch manifesto on 8th April 2019.\nMakes any sense in Electoral Politics?',Gujarat,2765957538,varnishant
2019-04-05 12:51:43,"b'@abpmajhatv We will still vote for #modi , let them do whatever they can do.'",India,64443336,AnandMestry
2019-04-05 12:42:20,"b'How #Modi government changed the face of rural India by providing healthy and better life with Sanitation, Mission Indradhanush and nutrition. \nhttps://t.co/m4k5RgBPBH'",Hyderabad,1844644968,BhagwatiBaldwa
2019-04-05 12:42:03,"b'@VishalDadlani Ohhhh listen stop,\n just a minute What is the source of information ..And one more thing indian armed forces are not under pressure of so called #modi  and independent .The shoot down of f16 is officially released by iaf ..\nSTOP ! And shut up'",Kanpur ,849075318791049217,manishbajpai300
2019-04-05 12:33:29,"b""Here is our brand logo of Team 'Modi ke saath'. A new initiative to show Worldwide support to the greatest leader India ever had @narendramodi \n#narendramodi #modi  #india #modikesaath #2019Elections #ModiLaoDeshBanao #ModiOnABP https://t.co/FIdvlp113T""",India,1113776131432255490,SaathModi
2019-04-05 12:31:02,"b""@NabiyaKhan11 @HiHyderabad Ur completely wrong,  only #Modi can built better #INDIA,  u don't worry,  he is next #PM for sure. Okay.""","Hyderabad, India",2959496652,MG14DAIMOND
2019-04-05 12:30:00,"b""#ElectionsWithMC | @NCPspeaks leader @supriya_sule takes on @BJP4India for targeting her family, while highlighting failures of #Modi govt to @moneycontrolcom's @talktotarun\n\n\xe2\x80\x9cIn politics those who have no issues to talk about make personal attacks\xe2\x80\x9d READ: https://t.co/rgql3ywBdM https://t.co/YS2rzAHFyT""",Mumbai,68927629,moneycontrolcom
2019-04-05 12:27:57,b'#UAE to confer highest civilian honour on #PM\n#ZayedMedal #Modi #NamoAgain #NarendraModi #CivilianHonour #PM https://t.co/JVGLYwtebz',India,1075396130001715201,modi_gift
2019-04-05 12:26:02,b'@RahulGandhi Good... Hope u know what you typed....and also remove cunning from you and finally vote for #modi \xf0\x9f\x98\x82\xf0\x9f\xa4\xa3 #IJK',"Hyderabad, India",911804112080998400,todaysindyan
2019-04-05 12:22:27,b'#Modi failed to understand basic structure',Maharashtra,353596362,SachinGadekar1
2019-04-05 12:13:55,"b'@RubikaLiyaquat very nice debate , but i think so called Secular parties are spreading #modi fear among minorities , the way #ajayalok and @gauravbh was reverting with figures, opposition was looking speechless .'",raipur,236055955,piyushagarwal7
2019-04-05 12:12:32,"b'Actor #Balakrishna Sensational Comments On #Jagan, #KCR and #MODI | #PunchHeat | #ABNTelugu https://t.co/btQgQ5s1lJ'","Jubilee Hills, Hyderabad",279559837,abntelugutv
2019-04-05 12:06:59,b'@ippatel @RubikaLiyaquat Everybody knows about this channel belongs to Bengal based Anand Bazaar Group.\nRound the year it carry out seat survey. We are waiting for LS seat survey after #Modi ji interview.',,1866490034,IVijayboi
2019-04-05 12:06:36,b'Huge #Job creation by #Modi Govt at end of their term #MainBhiChowkidar\n\nAre you also a #Chowkidar ?\n\nBJP4India Indian National Congress #Cartoon #Politics #Politician https://t.co/t8B5PUpmcI',India,952851682794221569,runneeti
2019-04-05 12:05:30,"b'Amazing #Modi ji!\n\nModi / #BJP achieved this in less than 5 years.\n\nAt Rs.1,034 Crores, BJP is the richest political party.\n\nThe sarkar that only loots its citizens.\n\nChowkidar Hi Chor Hai!\n\n#ChowkidarChorHai #ChowkidarNarendraModi #ChowkidarPhirSe #Modi #ModiHainTohMumkinHain https://t.co/NYzoBxqhEx'",Mumbai ,1037968295817830400,drsidkhosa
2019-04-05 12:02:12,b'@narendramodi https://t.co/1eeZWHT76s @Republic_Bharat A Song for the nation A Song for the pm #Modi #NaMoAgain2019 #ModiSong #PhirEkBaarModiSarkar',mumbai,232161444,lyricfactory
2019-04-05 12:01:01,b'@ShekharGupta @CarnegieEndow what populism? only jumlas ...bluffing  nothing for the farmers.. poor ....   still working for crony capitalists.. This time it is @INCIndia all the way..  Vote congress .. bring in the change. throw this fraud #Modi  out.',Mumbai,77486809,judets
2019-04-05 11:55:36,b'Wah!what a #democracy #outgoingsirji #modi .#indian #citizens being thrashed in #bjpraj !what has change from #britishraj? Only name #imperialpolice to #ips? Name changed. Habits same! https://t.co/aQhlDGz6Ns',India,222867001,iaparty
2019-04-05 11:54:34,b'Muslims will lose their votes if Modi wins: Babu\n\nhttps://t.co/4TAss2iktz\n\n#Babu #ChandrababuNaidu #TDP #Elections #Campaign #Jagan #Modi #KCR #Muslims #Minorities https://t.co/LApu41iymU',"Jubilee Hills, Hyderabad",279559837,abntelugutv
2019-04-05 11:46:32,b'Slogans declaring #EkHeeBhoolKamalKaPhool in #Modi constituency #Varanasi. #ModiMatBanao https://t.co/dAhs9mOmOb',INDIA,74121873,PraveenDutta
2019-04-05 11:45:58,"b'Modi  Govt. is anti-poor, anti-farmers and the anti-middle class party which is only interested in safeguarding the interest of crony capitalists!\n #BJP #Modi #Congress'",india,1113394000017416192,PoojaAgrawal76
2019-04-05 11:40:57,b'Christian Michel! Is that the most credible source that #Modi could find? Who got #BJP-ED today? Any independent institutions left in the country?  https://t.co/Gjy8NXEb35',India,29083969,SalilShetty
2019-04-05 11:38:27,b'Wah!what a #democracy #outgoingsirji #modi .#indian #citizens being thrashed in #bjpraj !what has change from #britishraj? Only name #imperialpolice to #ips? Name changed. Habits same! https://t.co/ccv3ifruTE',India,222867001,iaparty
2019-04-05 11:35:22,b'#OMMCOMNEWS | #Advani Remarks Stinging Indictment Of #Modi: #Congress-  https://t.co/BzVECD6hhb',"Bhubaneshwar, India",735073031257620482,OmmcomNews
2019-04-05 11:26:56,"b'Which Mumbaikar has not shopped on the road? The PM wants youth to sell pakodas, here are folk helping themselves..why beat them like petty thieves?? #MumbaiPolice #Hawkers #Andheri #Malls #Pakodasellers #employment #jobs #Modi https://t.co/oNdVBUWaon'","Goa, India",68674717,Ferraodesigns
2019-04-05 11:23:27,b'@ShekharGupta @CarnegieEndow Is that a plausible excuse or an apology for #Modi Govt\xe2\x80\x99s lacklustre performance? #BlameitonRSS',Mumbai,12264602,Shivi_Krishna
2019-04-05 11:19:22,b'@thattemandar @thewire_in Not soon he is connected with #modi',Kalyan,252951763,taher_king
2019-04-05 11:18:39,b'Some mandatory things in life that you cannot control.\n\n1. Birth\n2. Death\n3. Climate\n4. Natural calamities \n\n5. NamoTV.\n\n@TRAI\n@TataSky #NamoTV #BJP #ModiLaoDeshBanao #Modi #ModiVsModi #PMModiOnABP #PMmodi #CongressMuktBharat #IncredibleIndia #BreakingNews #joke #jokes #humor',"Mumbai, India",2472212728,Saale_Ballu
2019-04-05 11:13:58,b'@smitabarooah Click the following YouTube link and tune in to the #JashneDalala \nOR #JashneHalala of Indian Journalism:  (link: https://t.co/wqKnVtKddX) https://t.co/BlzdskVuqt\n\n#ShekharGupta #AugustaScam #AP #MrsGandhi #RG #Modi \n#ChristianMitchell #MitchellMama #RajuSanthanam \n@sdeo76',"NCR, India",1848892842,cpsinghji
2019-04-05 11:07:10,b'@MrsGandhi @RahulGandhi @narendramodi Crazy fan following of #Modi Ji... #RahulGandhi invited for speech and audience cheering for #ModiModiModi',Hyderabad,1844644968,BhagwatiBaldwa
2019-04-05 10:59:39,b'Click the following YouTube link and tune in to the #JashneDalala of Indian Journalism:  (link: https://t.co/wqKnVtKddX) https://t.co/BlzdskVuqt\n\n#ShekharGupta #AugustaScam #AP #MrsGandhi #RG #Modi \n#ChristianMitchell #MitchellMama #RajuSanthanam \n#ChopperScam \n@sdeo76',"NCR, India",1848892842,cpsinghji
2019-04-05 10:59:37,"b""Don't they say that about #Modi even when he wipes his arse every morning? \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 https://t.co/ErG3sX3S59""",India,23715117,fizaroo
2019-04-05 10:57:22,b'Arrest all those who are involved in #AugustaWestlandScam Now is the time  #ModiLaoDeshBanao  #Modi',NewDelhi India,99482974,heritageimpex
2019-04-05 10:53:45,"b'How #Modi, #AmitShah turned a women\xe2\x80\x99s #NGO into a secret election propaganda machine\n@narendramodi @AmitShah \n\nhttps://t.co/nXuPujcVTq'",Hyderabad,382030295,Tolivelugu
2019-04-05 10:51:34,b'@beindiya Madam #rahulgandhi family should be first to go to jail as they are #scams #scamfamily plz got through the deal and also get knowledge on what #modi has done all want #congressfreeindia and #PhirEkBaarModiSarkar is our target.',Pune ,100443148,meghnapramanik
2019-04-05 10:47:36,b'#OMMCOMNEWS | #Modi Thanks UAE For #HighestCivilianAward-  https://t.co/Q9f0Ai8vaP',"Bhubaneshwar, India",735073031257620482,OmmcomNews
2019-04-05 10:45:47,b'#Vilasrao Deshmukh ji. We miss you...\n\n#BJP_\xe0\xa4\xad\xe0\xa4\x97\xe0\xa4\xbe\xe0\xa4\x93_\xe0\xa4\xa6\xe0\xa5\x87\xe0\xa4\xb6_\xe0\xa4\xac\xe0\xa4\x9a\xe0\xa4\xbe\xe0\xa4\x93 #Maharashtra #MaharashtraWithAmbedkar\n#loksabhaelections2019 #Modi #BJPManifesto #CongressManifesto #Congress #BureDinJaneWaleHai https://t.co/8ukS7I9cBj',Mumbai ,1037968295817830400,drsidkhosa
2019-04-05 10:41:57,b'@amitmalviya This is from common people of India.\nEveryone fed up with #modi',India,1104726777253965824,progress_inc_
2019-04-05 10:32:48,b'#Modi  interviews \xf0\x9f\xa4\xa6\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8fCmn  PM of the country and betting big for second term can\xe2\x80\x99t even have one straight interview. How about public debates between contenders based on the topic of each choice #DayDreaming #PMModiOnABP',INDIA,78533604,Error_600
2019-04-05 10:31:44,b'Modi government report card. 2014-2019.\n\n#ModiLaoDeshBanao #Modi #NarendraModi https://t.co/yBMK1DwwVT',India,14917151,OfficialInderJ
2019-04-05 10:25:54,"b'@ncbn #Modi  hurt Telugu pride. Our leader has been humiliated and our dreams have been shattered. #Elections2019  is not far, Mr PM. #ModiIsAMistake   #VoteForCycle'","Vijayawada, India",1082589560029306880,kusumanjalikusu
2019-04-05 10:25:14,b'@ncbn #AndhraPradesh  will answer #Modi  when he comes to ask us for votes in 2019. #Shameful    #ModiFails  #VoteForCycle',"Vijayawada, India",1082589560029306880,kusumanjalikusu
2019-04-05 10:24:22,b'Superb interview given by modi and clear all your question...\nWhat a leader....\nTake a bow @narendramodi\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\nPlease watch it and share it....\nhttps://t.co/odZAFehgqI\n#PMModiOnABP \n#ModiLaoDeshBanao \n#Modi \n#NarendraModi',India,2509607509,Rathin_mehta
2019-04-05 10:24:15,b'Lok Sabha Elections 2019 | Will become World\xe2\x80\x99s Most Expensive https://t.co/4KMnb3cpLA via @YouTube\n\n#LoksabhaElectios2019 #RahulGandhi #Modi #BJP #Congress #ElectionCampaign #TrendingNews #PoliticalTrends',"Hyderabad, India",886894318799077378,PublicVibeTel
2019-04-05 10:16:55,b'Presenting you the inspiring songs voiced by @SonuNigam and #SukhwinderSingh composed by @salim_merchant and @Sulaiman from #Modi - Journey Of A Common Man.\xf0\x9f\x98\x87\xf0\x9f\x8e\xb5\n\nListen here - https://t.co/HmWPnIvdVw \n\n#ErosNow #JourneyOfACommonMan #SalimSulaiman @umeshkshukla #ModiOnErosNow https://t.co/u5TYBl5cbY',India,477875139,ErosNow
2019-04-05 10:15:53,"b'@RenukaJain6 Wherever he goes the crowd chant #Modi #Modi #Modi even than he stands firm, standing firm during adversity is #Bravery \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3'",India,40827823,honeyrahul02
2019-04-05 10:15:30,b'@narendramodi VOTE TIGER #MODI NOT DONKEY #RAHULGANDHI \xf0\x9f\x98\x86 \n\n#ModiLaoDeshBanao #DeshKeLiyeModi #NamoAgain \xf0\x9f\x92\xaf\xf0\x9f\x99\x8f\xf0\x9f\x92\xab\xf0\x9f\x87\xae\xf0\x9f\x87\xb3\xf0\x9f\x98\x83',"Mumbai, India",447964259,iamTapanPandya
2019-04-05 10:13:03,"b""#MilindDeora: SoBo voted for a lawmaker who has done nothing, demands votes in #Modi's name https://t.co/QOMHINCDOB""",India,295693924,fpjindia
2019-04-05 10:11:47,b'#LokSabhaElections2019 Who Will win if #Congress fields #MurliManoharJoshi against #Modi #chokidar of #BJP in #Varanasi ?',Gujarat,2765957538,varnishant
2019-04-05 10:10:50,b'@TimesNow Why man .... r u afraid to go to jail as per your #scam work. #modi is tough leader and will clean #India from #corruption',Kolkata,50063139,Dhanrajcc
2019-04-05 10:08:48,"b""It's being speculated tht #Sibal #Congress has been sent to #UK to settle some benami properties belonging to #RG family so that may not be a possible hurdle in coming election 2019  #ModiLaoDeshBanao  #ModiFor2019 #Modi""",NewDelhi India,99482974,heritageimpex
2019-04-05 10:06:33,"b'#Modi is old and in a hurry, so telling lies: #Rahul Gandhi \n#bjp\nhttps://t.co/EdJ4uGdm1T via @timesofindia'",mumbai,145895942,VU3UJM
2019-04-05 10:05:58,"b""Pappu says politicians should retire at 60\nI love #Modi and #BJP  but PM doesn't love me: #RahulGandhi https://t.co/QIy9ODArfw via @indiatoday""",mumbai,145895942,VU3UJM
2019-04-05 10:05:13,"b'#Modi \xe0\xa4\x9c\xe0\xa5\x80 said in recent speech he brought criminals upto gate of Jail, paid loyalist need to retire before to put those criminals inside \xf0\x9f\xa4\x94 https://t.co/r1qnMfzZli'",India,271804127,romy1965
2019-04-05 10:02:18,b'Congratulations to the PM \n#Chowkidar\n#ModiLaoDeshBanao\n#modi https://t.co/WkYQxHqPyA',mumbai,145895942,VU3UJM
2019-04-05 10:00:14,"b""@ReallySwara Ok Fair enough\n\nWho's name you heard more in last 5 years\n\n#Nehru or #Modi\n\nVote for him, but this time stand by your words not by your finger \xf0\x9f\x98\x95""",India,271804127,romy1965
2019-04-05 09:55:12,"b""PM #Modi ji's interview to ABP News.\nhttps://t.co/oJ1EAMGFp0""","Hubli, India",2845994058,JoshiPralhad
2019-04-05 09:46:10,"b'Modi  Govt. is anti-poor, anti-farmers and the anti-middle class party which is only interested in safeguarding the interest of crony capitalists!\n #BJP #Modi #Congress #PriyankaGandhi https://t.co/X02QrE7sXG'",India,1109003523725787136,PriyankasIndia
2019-04-05 09:45:40,b'@CNNnews18 @narendramodi #ElectionsWithNews18 #BattleOf2019 \n#Modi Ji.. \nMuslim Daughters R 7% Population in India\nHindu Daughters R 40% of Population in India\nThen Why @BJP4India @AmitShah denying justice for Hindu Daughters from Entering into Hindu Temple #Sabarimala\nDouble Standards?\nMy Book Details https://t.co/WztttABbbO',"New delhi, Hyderabad",435038223,pradeepkunche
2019-04-05 09:44:52,"b'While the ruling regime is spending huge money and resources to propagate its \xe2\x80\x9cachievements\xe2\x80\x9d and divert the attention of the voters from its failures to emotive issues, the opposition parties are trying hard to clinch an alliance...\n#Modi #BJP #Congress \nhttps://t.co/jaTN73nFB3'",India,2266192230,thecompanionn
2019-04-05 09:38:19,b'@sampadscales How frustrated these politicians have become due to steps taken by #Modi stopping their Cash resources \xf0\x9f\x98\xa1 They openly threatening Babus &amp; Officers \xf0\x9f\x98\xa1 Please some file case against this \xf0\x9f\x99\x8f @Swamy39 @vinish_ind @PMOIndia https://t.co/WTIsPfRY2e',India,271804127,romy1965
2019-04-05 09:36:39,"b""@ashoswai Don't U know American R anti Indian, like all opposition parties in India \n\nWe must believe the #Modi &amp; #BJP version on #BalakotAirStrike, even if it's not true, because questioning them would tantamount to being anti national. \n@sanjayuvacha @sonaliranade @acjoshi @ashutosh83B""",India,133617767,waris_masih
2019-04-05 09:33:02,"b""Opposition gets upset at India's befitting reply to terrorists: PM Modi in Uttar Pradesh\n#PM, #Modi, #UttarPradesh https://t.co/O05MIVpMuM""",India,81334244,indiablooms
2019-04-05 09:32:29,b'Come get inspired! Watch #Modi - Journey Of A Common Man. Subscribe to #ErosNow before 30th April to get 50% off on annual subscription.\xf0\x9f\x98\x87\n\nWatch the episodes here - https://t.co/TgGxl8UvfZ\n\n@umeshkshukla @aryanaraish @ashish30sharma @faisalkofficial https://t.co/IdWWHUYlHd',India,477875139,ErosNow
2019-04-05 09:31:00,"b""Opposition gets upset at India's befitting reply to terrorists: PM Modi in Uttar Pradesh\nhttps://t.co/O05MIVHnmk\n#PM, #Modi, #UttarPradesh""",India,81334244,indiablooms
2019-04-05 09:25:54,"b""@sampadscales \xf0\x9f\x98\x82 This is the reason all #Thugbandhan united against #Modi coz their all these source of income he blocked just in his first 5 years that's why unemployment of CORRUPT increased \xf0\x9f\x98\x9c""",India,271804127,romy1965
2019-04-05 09:23:39,"b""Prime Minister Narendra #Modi on Friday addressed a public rally in Uttar Pradesh's Amroha and launched a scathing attack on the #Congress for questioning the Balakot airstrikes. https://t.co/dlJrLMtwEs""","Hyderabad, Andhra Pradesh",4600397785,SuryaTeluguNews
2019-04-05 09:20:03,b'@Kasheer_suneel More reasons to vote and bring back modiji\n#AbkiBaarPhirModiSarkar \n#NaMoAgain2019 \n#NationFirst \n#Modi',India,758703296697671680,monatejesh
2019-04-05 09:11:52,b'@ndtv @narendramodi totally confused ..disoriented.. rattled #Modi.... Congress winning  all the way.. @dhume @dhruv_rathee @bainjal',Mumbai,77486809,judets
2019-04-05 09:11:16,b'@surjitbhalla @tathagata2 This is also an eye opener for me. Lotus flower in green.\n\n#Modi ji please take action. https://t.co/CzqLl7dabl',"Varanasi, India",999885539498082304,RohitG1213
